1.000000000000000e+00	3.517031059183917e+02	6.631501481217595e+01
5.000000000000000e-01	1.507395414021670e+03	6.204836917926186e-01
2.500000000000000e-01	3.085660915687984e+02	3.658500460143711e-02
1.250000000000000e-01	1.871527484734274e+01	1.204446050561486e-03
6.250000000000000e-02	4.974322256802956e+00	3.804387553991616e-05
3.125000000000000e-02	1.506860132343377e+00	1.192484682131724e-06
1.562500000000000e-02	5.871928304915157e-01	3.729598824306770e-08
7.812500000000000e-03	2.601642264931948e-01	1.165752160777686e-09
3.906250000000000e-03	1.226031963512844e-01	3.643067156355976e-11
1.953125000000000e-03	5.953337263377215e-02	1.138030479821375e-12
9.765625000000000e-04	2.933680767124106e-02	3.887509905541047e-14
4.882812500000000e-04	1.456242503787634e-02	2.766910964797898e-16
2.441406250000000e-04	7.254902235818953e-03	7.193968508474535e-15
1.220703125000000e-04	3.620896478362183e-03	8.854115087353273e-15
6.103515625000000e-05	1.808812438203275e-03	1.424959146870917e-14
